,degree_centrality
85153,0.0001336838821799385
17624.0,0.002941045407958647
21112.0,0.0022726259970589544
19570.0,0.00267367764359877
67017.0,0.0027182389376587497
85755.0,0.0029856067020186264
19884.0,0.0029856067020186264
46161.0,0.003030167996078606
BUTCHERS,0.16799607860612273
SECOND_HAND_BOOKSHOP,0.1419722828750947
49658.0,0.002406309879238893
57213.0,0.002851922819838688
88678.0,0.0025399937614188316
6842.0,0.0024508711732988725
27402.0,0.0022726259970589544
17143.0,0.0024508711732988725
47296.0,0.0028073615257787087
32706.0,0.002941045407958647
47296,0.0002228064702998975
2778.0,0.0028073615257787087
58317.0,0.0027182389376587497
55655.0,0.0026291163495387906
G&T_BAR,0.321687981818992
64272.0,0.0027182389376587497
55655,0.000445612940599795
95418.0,0.003030167996078606
77446.0,0.00267367764359877
51872.0,0.002762800231718729
46234.0,0.002851922819838688
38429.0,0.0030747292901385855
33899.0,0.0034312196426184217
78177.0,0.0027182389376587497
46234,0.000445612940599795
52955.0,0.0028964841138986674
6782.0,0.0035203422307383807
86227.0,0.0030747292901385855
GREENGROCER,0.19303952586783119
24095.0,0.00356490352479836
57655.0,0.0029856067020186264
13886.0,0.002317187291118934
46343.0,0.0028073615257787087
74341.0,0.0029856067020186264
12035.0,0.002495432467358852
27641.0,0.002406309879238893
70057.0,0.0018270130564591596
4518.0,0.00267367764359877
4906,0.000534735528719754
7680.0,0.00267367764359877
89350.0,0.003119290584198565
66759.0,0.002762800231718729
43248.0,0.0024508711732988725
24903.0,0.002495432467358852
88151.0,0.002851922819838688
85179.0,0.0028073615257787087
84132.0,0.0026291163495387906
90576.0,0.0026291163495387906
84132,0.00040105164653981553
87108.0,0.002762800231718729
76947.0,0.002762800231718729
46580.0,0.00267367764359877
55873.0,0.0031638518782585445
46847.0,0.002762800231718729
46983.0,0.002406309879238893
JEWLLERY_SHOP,0.016309433625952496
22229.0,0.002138942114879016
10572.0,0.0022726259970589544
71631.0,0.0025399937614188316
55873,0.000445612940599795
57204.0,0.002941045407958647
90963.0,0.0026291163495387906
66642.0,0.0023617485851789135
70507.0,0.0028073615257787087
46578.0,0.002762800231718729
58701.0,0.0023617485851789135
48853.0,0.002851922819838688
75414.0,0.0025399937614188316
75414,0.000267367764359877
24278.0,0.00267367764359877
63394.0,0.002495432467358852
92284.0,0.00267367764359877
50238.0,0.0027182389376587497
83304.0,0.0028073615257787087
94432.0,0.0031638518782585445
9150.0,0.0028964841138986674
45017.0,0.002762800231718729
49200.0,0.002851922819838688
51671.0,0.002851922819838688
46993.0,0.00267367764359877
55281,0.000445612940599795
38659.0,0.00267367764359877
92785.0,0.003297535760438483
10356.0,0.0026291163495387906
16291.0,0.002851922819838688
79891.0,0.002851922819838688
95970.0,0.0029856067020186264
79891,0.0004901742346597745
67626.0,0.002851922819838688
7373.0,0.0032084131723185243
67626,0.000445612940599795
56748.0,0.003119290584198565
98159.0,0.00267367764359877
95445.0,0.0028964841138986674
ACCESSORY_SHOP,0.016309433625952496
17169.0,0.0028964841138986674
28787.0,0.002941045407958647
41707.0,0.002762800231718729
53525.0,0.00267367764359877
52881.0,0.0030747292901385855
74092.0,0.002851922819838688
83578.0,0.0028073615257787087
74092,0.000445612940599795
17526.0,0.002941045407958647
95906.0,0.0028073615257787087
58910.0,0.002584555055478811
9687.0,0.0031638518782585445
74346.0,0.0031638518782585445
7659.0,0.0026291163495387906
67532.0,0.0028964841138986674
10636.0,0.002138942114879016
32649.0,0.002851922819838688
12407.0,0.002584555055478811
TAKEAWAY,0.33358584733300656
92540.0,0.002406309879238893
92540,0.0002228064702998975
40716.0,0.002495432467358852
94209.0,0.0027182389376587497
17413.0,0.0024508711732988725
57048,0.000534735528719754
74075.0,0.0019161356445791186
89393.0,0.002851922819838688
74075,0.000267367764359877
68720.0,0.001960696938639098
5494.0,0.002317187291118934
25835,0.00040105164653981553
72075.0,0.00267367764359877
55286.0,0.0028964841138986674
36145.0,0.0029856067020186264
78197.0,0.0025399937614188316
19566.0,0.002762800231718729
71804.0,0.002317187291118934
66807.0,0.002851922819838688
8003,0.000445612940599795
47734.0,0.002941045407958647
13246.0,0.0022726259970589544
18840.0,0.0031638518782585445
78784.0,0.0023617485851789135
64241.0,0.002851922819838688
30975,0.000356490352479836
67160.0,0.0028073615257787087
1697.0,0.0032084131723185243
67778.0,0.003030167996078606
1697,0.0005792968227797335
63143.0,0.00267367764359877
80448.0,0.0022726259970589544
78380.0,0.0029856067020186264
18199.0,0.0027182389376587497
80512.0,0.0030747292901385855
8327.0,0.0028073615257787087
2984.0,0.002762800231718729
74349.0,0.0023617485851789135
62106.0,0.003386658348558442
74349,0.000267367764359877
71199.0,0.0025399937614188316
15829.0,0.002584555055478811
15315.0,0.002762800231718729
40735.0,0.002851922819838688
45692.0,0.0024508711732988725
65178.0,0.002762800231718729
KIDS_CLOTHING_SHOP,0.1714718595428011
24954.0,0.0032084131723185243
21593.0,0.0032084131723185243
21593,0.0005792968227797335
60504.0,0.0024508711732988725
21385.0,0.0025399937614188316
93313.0,0.002762800231718729
63909.0,0.0028073615257787087
47078.0,0.0029856067020186264
40136.0,0.0026291163495387906
39937.0,0.003297535760438483
38188.0,0.0028964841138986674
11568.0,0.002584555055478811
17794.0,0.002584555055478811
65870.0,0.002851922819838688
12290.0,0.002584555055478811
90028.0,0.002851922819838688
75897.0,0.0030747292901385855
89603.0,0.003030167996078606
45039.0,0.0027182389376587497
1563.0,0.003119290584198565
73591.0,0.0023617485851789135
41952.0,0.0026291163495387906
83984.0,0.002762800231718729
7104.0,0.003030167996078606
57799.0,0.002941045407958647
88041.0,0.0029856067020186264
58450.0,0.0027182389376587497
38199.0,0.002941045407958647
65581.0,0.0032084131723185243
39504,0.000356490352479836
53759.0,0.0033420970544984626
39841.0,0.00267367764359877
11182.0,0.002941045407958647
65991.0,0.0030747292901385855
74446.0,0.002228064702998975
28095.0,0.002406309879238893
28095,0.000356490352479836
13384.0,0.002317187291118934
54340.0,0.002851922819838688
80508.0,0.0025399937614188316
81026.0,0.002584555055478811
80508,0.0001336838821799385
51982.0,0.002941045407958647
59036.0,0.0026291163495387906
15911.0,0.0027182389376587497
95511.0,0.0025399937614188316
43675.0,0.0029856067020186264
27700.0,0.002941045407958647
11177.0,0.0030747292901385855
60242.0,0.00267367764359877
53615.0,0.0030747292901385855
24597,0.000356490352479836
38962.0,0.0024508711732988725
27550.0,0.002584555055478811
95032.0,0.002584555055478811
86256.0,0.0026291163495387906
95032,0.000356490352479836
65929.0,0.002762800231718729
38905.0,0.002406309879238893
64181.0,0.002317187291118934
36642.0,0.002317187291118934
16425.0,0.0022726259970589544
99708.0,0.0026291163495387906
40602,0.000356490352479836
40602.0,0.0028964841138986674
51861.0,0.002941045407958647
16019.0,0.0028073615257787087
51861,0.0004901742346597745
22033.0,0.0022726259970589544
84945.0,0.003119290584198565
40321.0,0.0033420970544984626
73092.0,0.002584555055478811
40321,0.00040105164653981553
55218.0,0.002228064702998975
57564.0,0.0024508711732988725
51544.0,0.0027182389376587497
29312.0,0.0028073615257787087
51544,0.000445612940599795
47515.0,0.0021835034089389953
51787.0,0.002406309879238893
29303.0,0.0027182389376587497
4691.0,0.002317187291118934
33121.0,0.003119290584198565
20911.0,0.0026291163495387906
49261.0,0.002851922819838688
27001,0.000356490352479836
55112.0,0.0032084131723185243
73891.0,0.002762800231718729
84959.0,0.0029856067020186264
84959,0.0003119290584198565
46986.0,0.0032529744663785036
34573.0,0.0031638518782585445
90764.0,0.002851922819838688
47699.0,0.003386658348558442
86519.0,0.00356490352479836
62613.0,0.0024508711732988725
14146,0.000356490352479836
98693.0,0.0028073615257787087
25307.0,0.0021835034089389953
53618.0,0.00267367764359877
15239.0,0.0026291163495387906
23714.0,0.0032529744663785036
15239,0.0003119290584198565
4717.0,0.0031638518782585445
24540.0,0.0028073615257787087
100493.0,0.0034312196426184217
1631.0,0.0025399937614188316
27649.0,0.0032084131723185243
62863.0,0.0027182389376587497
13205.0,0.002941045407958647
88373.0,0.002584555055478811
13205,0.000623858116839713
49531.0,0.0027182389376587497
73947.0,0.0027182389376587497
90958.0,0.002495432467358852
1369,0.0003119290584198565
52621.0,0.002495432467358852
28510,0.000178245176239918
20381.0,0.0026291163495387906
20381,0.0003119290584198565
81845.0,0.002138942114879016
38353,0.000445612940599795
95627.0,0.002762800231718729
15320.0,0.002851922819838688
62069.0,0.003297535760438483
95627,0.0003119290584198565
71531.0,0.002138942114879016
68656.0,0.002762800231718729
11096.0,0.0028964841138986674
76659.0,0.0030747292901385855
58144.0,0.0028073615257787087
83910.0,0.002941045407958647
20764.0,0.0028073615257787087
3269.0,0.0024508711732988725
44892.0,0.0020052582326990777
25212.0,0.0025399937614188316
73837.0,0.0028964841138986674
22148.0,0.002584555055478811
39860,0.000356490352479836
49225.0,0.002495432467358852
72164.0,0.002584555055478811
30269.0,0.0028073615257787087
95243.0,0.002851922819838688
SPORT_SHOP,0.06693106367808921
81637.0,0.0025399937614188316
6053.0,0.0024508711732988725
9518.0,0.002851922819838688
25990.0,0.002584555055478811
91684.0,0.002762800231718729
83934.0,0.002228064702998975
100927.0,0.002851922819838688
25990,0.000445612940599795
86320.0,0.002228064702998975
74534.0,0.002941045407958647
58961.0,0.0023617485851789135
21000.0,0.00267367764359877
40454.0,0.002228064702998975
82980.0,0.002941045407958647
71204.0,0.0027182389376587497
5589.0,0.0027182389376587497
91686.0,0.002406309879238893
53545.0,0.0022726259970589544
51292.0,0.0022726259970589544
31494.0,0.0028964841138986674
39543.0,0.002851922819838688
3217.0,0.00267367764359877
28441.0,0.002941045407958647
38476.0,0.0026291163495387906
18634.0,0.0028964841138986674
62384.0,0.002584555055478811
16588.0,0.0025399937614188316
85030.0,0.0028073615257787087
88281.0,0.002495432467358852
94438.0,0.002138942114879016
50741.0,0.0027182389376587497
84632.0,0.002228064702998975
52725.0,0.0025399937614188316
23234.0,0.003119290584198565
82181.0,0.0030747292901385855
35252.0,0.0024508711732988725
67968.0,0.003119290584198565
92631.0,0.0024508711732988725
79386.0,0.002762800231718729
39347.0,0.0023617485851789135
78033.0,0.002941045407958647
49855.0,0.0028964841138986674
39596.0,0.002941045407958647
56976.0,0.002851922819838688
32260.0,0.002584555055478811
32260,0.000267367764359877
4044.0,0.002317187291118934
88862.0,0.002851922819838688
96627.0,0.003030167996078606
26475.0,0.00267367764359877
72765.0,0.0030747292901385855
21364,0.0005792968227797335
68085.0,0.0022726259970589544
93932.0,0.0028964841138986674
35883.0,0.0025399937614188316
91436.0,0.0026291163495387906
35883,0.0003119290584198565
91055.0,0.0022726259970589544
49824.0,0.0022726259970589544
60597.0,0.0024508711732988725
50194.0,0.0028964841138986674
31502.0,0.0029856067020186264
19878.0,0.0028964841138986674
98332.0,0.002941045407958647
59092.0,0.003030167996078606
68979.0,0.0031638518782585445
38748.0,0.0026291163495387906
15350.0,0.0034312196426184217
38748,0.00040105164653981553
50452.0,0.0025399937614188316
41032.0,0.002138942114879016
5338.0,0.0025399937614188316
78918.0,0.002584555055478811
91268.0,0.0028964841138986674
91906.0,0.0027182389376587497
38745.0,0.002049819526759057
75771.0,0.0028964841138986674
27704.0,0.0026291163495387906
36044,0.0002228064702998975
20304.0,0.0031638518782585445
41830.0,0.002941045407958647
18365.0,0.00267367764359877
99799.0,0.002406309879238893
88598.0,0.003030167996078606
41864.0,0.0028964841138986674
67152.0,0.0025399937614188316
52123,0.000445612940599795
77237.0,0.0027182389376587497
51698.0,0.003119290584198565
82647.0,0.0023617485851789135
29825.0,0.0018270130564591596
26374.0,0.00267367764359877
71752.0,0.00267367764359877
9480.0,0.0029856067020186264
45292.0,0.0029856067020186264
66483.0,0.002584555055478811
59791.0,0.0027182389376587497
66483,0.00040105164653981553
62457.0,0.0027182389376587497
55587.0,0.0029856067020186264
53354.0,0.0027182389376587497
77237,0.000356490352479836
73344.0,0.0023617485851789135
82861.0,0.0027182389376587497
5538.0,0.0020943808208190367
59923.0,0.002584555055478811
5538,8.9122588119959e-05
79051.0,0.002851922819838688
97468,0.000534735528719754
47193.0,0.0025399937614188316
90910.0,0.002317187291118934
51066.0,0.002851922819838688
5180.0,0.0026291163495387906
STEAK_HOUSE,0.032663428545964976
1210.0,0.002228064702998975
69670,0.000267367764359877
37074.0,0.0024508711732988725
58881.0,0.0028964841138986674
9916.0,0.002762800231718729
71288.0,0.0026291163495387906
36510.0,0.0029856067020186264
99238.0,0.0032529744663785036
13502.0,0.002851922819838688
75682.0,0.002851922819838688
63452.0,0.00267367764359877
76941.0,0.002584555055478811
21159.0,0.0028964841138986674
86933.0,0.0028073615257787087
73219.0,0.002762800231718729
80627.0,0.0026291163495387906
17670.0,0.002228064702998975
80658.0,0.002495432467358852
49285.0,0.002584555055478811
52377.0,0.002317187291118934
14900,0.0006684194108996925
12424.0,0.0023617485851789135
3456.0,0.002406309879238893
15597.0,0.0027182389376587497
100568,0.0004901742346597745
31957.0,0.00267367764359877
10145.0,0.0029856067020186264
31962.0,0.0032084131723185243
64972.0,0.002495432467358852
23067.0,0.0028964841138986674
11343.0,0.0026291163495387906
70152.0,0.0026291163495387906
58160.0,0.0030747292901385855
70152,0.000267367764359877
86624.0,0.002584555055478811
9916,0.0003119290584198565
26819.0,0.0028964841138986674
40409.0,0.002406309879238893
86073.0,0.0029856067020186264
48645.0,0.002762800231718729
86554.0,0.0028964841138986674
95160.0,0.0026291163495387906
72059,0.0003119290584198565
66817.0,0.002317187291118934
27758.0,0.002941045407958647
38707.0,0.0029856067020186264
46071.0,0.0028964841138986674
92058,0.0004901742346597745
54451.0,0.0025399937614188316
95559.0,0.002584555055478811
71056.0,0.001960696938639098
45309.0,0.0025399937614188316
7369.0,0.0032084131723185243
33549.0,0.0028964841138986674
75823.0,0.0035203422307383807
60882.0,0.0021835034089389953
7831.0,0.0031638518782585445
16464.0,0.003297535760438483
34533.0,0.0028964841138986674
34232.0,0.002584555055478811
34533,0.000356490352479836
74531.0,0.002228064702998975
34880.0,0.002851922819838688
20319,0.000267367764359877
1596.0,0.002762800231718729
21631,0.0004901742346597745
21631.0,0.002495432467358852
17161.0,0.002762800231718729
67143.0,0.0028073615257787087
8065.0,0.003030167996078606
52338.0,0.0028073615257787087
46071,0.0003119290584198565
52338,0.0005792968227797335
78548.0,0.0027182389376587497
23502.0,0.0026291163495387906
60816.0,0.002495432467358852
49388.0,0.0028073615257787087
78401.0,0.0032084131723185243
31543.0,0.00267367764359877
10695.0,0.0024508711732988725
71296.0,0.002584555055478811
11239.0,0.0028964841138986674
27784.0,0.0029856067020186264
11239,0.000356490352479836
18538.0,0.002851922819838688
13152.0,0.002584555055478811
