user_id,FASHIONABLE_SPORTSWARE_SHOP,TRAINER_SHOP,SPORT_SHOP,RUNNING_SHOP,GREENGROCER,GYM,positive_spend,TAKEAWAY,CHINESE_TAKEAWAY,TAKEAWAY_CURRY,LIQUORE_STORE,WHISKEY_SHOP,WINE_CELLAR,WINE_BAR,WHISKEY_BAR,PUB,G&T_BAR,COCKTAIL_BAR,LOCAL_WATERING_HOLE,BAR,LOCAL_PUB,KEBAB_SHOP,negative_spend,net_spend
65643,633.0,156.0,461.0,350.0,1233.61,240.0,3073.6099999999997,226.94,382.45,140.8,0,24.99,0.0,21.0,21.0,1214.81,0.0,20.0,746.5,916.0,242.45,204.0,4160.94,-1087.33
34721,763.0,191.0,259.0,340.0,1243.34,240.0,3036.34,81.02000000000001,288.37,345.93,0,109.97,44.98,0.0,0.0,1920.16,41.0,33.0,1472.0,1228.5,127.96000000000001,9.5,5702.39,-2666.05
95032,280.0,324.0,475.0,557.0,1144.47,240.0,3020.4700000000003,308.78,163.26,470.41,0,0.0,0.0,0.0,0.0,1185.75,0.0,0.0,787.0,832.5,389.8,20.0,4157.5,-1137.0299999999997
96517,341.0,325.0,240.0,471.0,1356.1200000000001,240.0,2973.12,208.77,434.7,331.82,0,0.0,94.97999999999999,46.0,31.0,1899.85,91.0,130.0,1091.5,1382.5,315.52,6.0,6063.639999999999,-3090.5199999999995
16213,482.0,440.0,240.0,164.0,1401.75,240.0,2967.75,252.65,58.98,345.3,0,0.0,12.0,217.5,490.0,649.79,522.0,369.5,156.5,599.0,155.92,18.5,3847.6400000000003,-879.8900000000003
33768,394.0,0.0,509.0,392.0,1429.0,240.0,2964.0,248.78,437.76,264.09000000000003,0,12.0,22.0,15.0,10.5,1031.71,0.0,11.0,644.5,623.0,401.83,30.0,3752.17,-788.1700000000001
85545,297.0,557.0,259.0,262.0,1346.08,240.0,2961.08,145.92,214.09,424.9,0,74.99,0.0,65.5,0.0,1317.59,21.0,34.5,804.0,1161.5,172.44,5.0,4441.429999999999,-1480.3499999999995
88706,316.0,412.0,492.0,274.0,1225.44,240.0,2959.44,137.75,553.07,191.85,0,0.0,0.0,383.0,409.0,666.01,534.5,620.5,199.5,720.5,193.47,31.5,4640.650000000001,-1681.2100000000005
47426,395.0,321.0,366.0,512.0,1120.98,240.0,2954.98,403.87,141.82999999999998,183.87,0,8.99,44.98,90.5,0.0,1382.15,56.5,85.5,792.0,1089.0,238.17000000000002,18.0,4535.360000000001,-1580.3800000000006
73234,258.0,765.0,309.0,478.0,885.34,240.0,2935.34,224.29,273.67,419.18,0,38.989999999999995,93.97999999999999,71.5,65.5,1345.94,11.5,194.0,815.5,1110.5,237.14,0.0,4901.6900000000005,-1966.3500000000004
22275,246.0,215.0,272.0,825.0,1118.54,240.0,2916.54,387.95,112.25,188.37,0,59.98,0.0,212.0,184.0,1287.32,83.5,162.5,1022.5,1089.5,403.89,9.0,5202.76,-2286.2200000000003
72302,309.0,119.0,313.0,454.0,1466.58,240.0,2901.58,341.03,238.37,633.88,0,24.99,74.99,350.0,371.0,723.89,383.0,413.5,374.5,544.5,265.51,22.5,4761.66,-1860.08
83195,267.0,228.0,452.0,552.0,1155.84,240.0,2894.84,252.04,168.16,354.49,0,49.99,86.99,14.5,0.0,1676.31,29.0,9.0,1217.0,1205.0,78.16,12.5,5153.139999999999,-2258.2999999999993
16401,219.0,305.0,567.0,538.0,1025.71,240.0,2894.71,0.0,0.0,0.0,0,12.0,12.0,95.5,138.5,1741.0,314.5,222.5,1203.0,1561.0,0.0,6.5,5306.5,-2411.79
90524,71.0,393.0,467.0,339.0,1373.06,240.0,2883.06,441.43,84.08000000000001,166.94,0,20.0,44.98,393.5,472.0,1345.98,437.0,425.0,251.0,823.5,356.33,32.5,5294.24,-2411.18
11382,352.0,393.0,548.0,245.0,1094.2,240.0,2872.2,243.06,288.57,206.13,0,0.0,0.0,334.0,323.5,875.43,170.5,520.5,145.5,645.5,265.52,6.0,4024.21,-1152.0100000000002
4206,326.0,447.0,282.0,286.0,1287.69,240.0,2868.69,214.91,330.01,368.57,0,49.99,0.0,19.5,88.0,1301.35,151.0,103.0,934.0,775.0,150.81,11.0,4497.14,-1628.4500000000003
22749,317.0,473.0,453.0,203.0,1180.96,240.0,2866.96,183.67,204.7,387.56,0,0.0,10.0,26.5,82.0,1546.47,59.0,55.5,1046.0,1298.0,329.19,255.5,5484.089999999999,-2617.129999999999
39577,480.0,336.0,381.0,327.0,1102.55,240.0,2866.55,330.8,226.33,406.51,0,99.97999999999999,0.0,25.5,19.5,937.04,28.5,24.0,706.0,1082.5,234.7,3.0,4124.36,-1257.8099999999995
56707,356.0,540.0,225.0,437.0,1067.21,240.0,2865.21,374.49,243.67000000000002,174.5,0,0.0,12.0,10.0,58.0,1068.87,140.5,165.5,681.5,991.5,458.56,18.0,4397.09,-1531.88
68243,405.0,172.0,317.0,539.0,1189.93,240.0,2862.9300000000003,322.65999999999997,413.07,167.56,0,49.99,0.0,3.0,3.0,1189.69,4.5,3.0,741.0,865.0,200.81,214.0,4177.280000000001,-1314.3500000000004
65108,369.0,211.0,306.0,358.0,1378.86,240.0,2862.8599999999997,283.07,404.29,390.42,0,0.0,95.98,42.0,22.0,1405.11,93.0,157.0,1380.5,1512.0,315.71000000000004,23.5,6124.58,-3261.7200000000003
93871,688.0,431.0,298.0,139.0,1064.02,240.0,2860.02,282.25,321.83,390.21,0,58.980000000000004,12.0,529.0,365.5,979.45,320.0,466.5,288.0,836.5,240.20000000000002,23.0,5113.42,-2253.4
23754,313.0,378.0,232.0,503.0,1191.83,240.0,2857.83,148.98000000000002,362.45,179.38,0,41.989999999999995,0.0,269.0,73.0,1191.91,84.0,68.5,956.0,1030.5,246.73000000000002,6.5,4658.9400000000005,-1801.1100000000006
2214,382.0,327.0,167.0,482.0,1240.9,240.0,2838.9,501.83,373.07,306.53,0,74.99,33.989999999999995,11.0,11.0,1213.52,33.5,23.5,1142.5,1239.5,206.94,21.0,5192.87,-2353.97
29798,267.0,332.0,168.0,477.0,1354.06,240.0,2838.06,0.0,0.0,0.0,0,0.0,114.97999999999999,0.0,74.5,1222.5,35.0,32.0,1105.0,1413.5,0.0,29.0,4026.48,-1188.42
59298,137.0,515.0,235.0,293.0,1412.22,240.0,2832.2200000000003,272.85,248.14,257.76,0,12.0,19.99,501.0,291.5,1130.3,376.5,502.5,235.5,643.5,194.69,15.0,4701.23,-1869.0099999999993
66604,373.0,581.0,283.0,158.0,1197.01,240.0,2832.01,200.62,493.48,353.25,0,10.0,29.99,34.0,63.0,1749.73,162.0,12.0,1642.5,1329.5,381.03000000000003,3.0,6464.099999999999,-3632.0899999999992
80064,159.0,428.0,370.0,482.0,1140.01,240.0,2819.01,447.55,115.50999999999999,224.69,0,33.989999999999995,104.97999999999999,112.5,38.0,1322.66,146.0,168.0,924.0,1003.0,174.29,278.5,5093.67,-2274.66
57645,122.0,281.0,313.0,466.0,1390.98,240.0,2812.98,315.5,360.01,276.92,0,0.0,19.99,9.0,31.5,1399.22,12.5,15.5,930.5,903.5,93.27,193.5,4560.910000000001,-1747.9300000000007
28441,277.0,340.0,528.0,116.0,1293.92,240.0,2794.92,0.0,0.0,0.0,0,50.97,0.0,21.0,37.5,802.0,30.0,36.0,772.5,1047.5,0.0,237.0,3034.4700000000003,-239.55000000000018
60079,319.0,245.0,559.0,217.0,1196.54,240.0,2776.54,396.14,260.83,481.83,0,0.0,29.99,36.5,14.0,1889.75,25.5,20.0,1468.5,1227.5,245.1,3.0,6098.64,-3322.1000000000004
54117,459.0,196.0,364.0,118.0,1394.75,240.0,2771.75,376.33,252.66,347.14,0,9.0,0.0,69.0,22.0,1382.96,0.0,0.0,1039.5,1101.0,13.06,41.5,4654.150000000001,-1882.4000000000005
70923,275.0,184.0,388.0,367.0,1305.34,240.0,2759.34,148.76999999999998,495.53000000000003,143.06,0,0.0,24.99,86.0,64.0,1427.66,86.0,133.5,1310.0,1493.0,122.44999999999999,6.0,5540.96,-2781.62
61832,375.0,250.0,567.0,109.0,1210.88,240.0,2751.88,348.36,403.07,396.53,0,0.0,0.0,34.0,77.5,1624.24,9.5,0.0,1043.0,1195.5,289.38,11.0,5432.08,-2680.2
21006,466.0,473.0,73.0,111.0,1387.0,240.0,2750.0,242.25,593.6800000000001,149.99,0,8.99,74.99,0.0,21.0,1668.81,49.5,41.5,1174.5,1141.0,217.95000000000002,202.0,5586.16,-2836.16
12782,463.0,295.0,431.0,81.0,1235.52,240.0,2745.52,261.63,495.09,478.16,0,19.99,104.97999999999999,328.0,129.0,1447.79,78.5,237.5,1278.5,1010.5,345.92,48.0,6263.56,-3518.0400000000004
74173,508.0,125.0,167.0,600.0,1105.34,240.0,2745.34,0.0,0.0,0.0,0,12.0,124.97999999999999,34.5,0.0,1368.5,0.0,35.0,936.0,1417.5,0.0,13.5,3941.98,-1196.6399999999999
69792,397.0,350.0,357.0,90.0,1306.45,240.0,2740.45,326.54,474.9,231.42,0,8.99,0.0,15.0,28.5,1305.29,9.0,9.0,1022.5,770.0,162.25,13.0,4376.39,-1635.9400000000005
62093,484.0,414.0,0.0,447.0,1140.43,240.0,2725.4300000000003,323.47,437.34,261.64,0,22.0,0.0,635.5,442.0,902.44,536.5,722.5,120.0,700.0,411.03,222.0,5736.419999999999,-3010.989999999999
62501,52.0,104.0,297.0,221.0,1811.27,240.0,2725.27,0.0,0.0,0.0,0,0.0,9.0,9.5,211.0,1287.0,111.0,120.5,897.0,1272.0,0.0,20.0,3937.0,-1211.73
96390,241.0,508.0,393.0,161.0,1174.89,240.0,2717.8900000000003,47.55,260.62,348.98,0,121.97,0.0,83.0,117.5,1053.86,9.5,170.0,843.5,1265.0,215.92000000000002,12.0,4549.4,-1831.5099999999993
48935,249.0,304.0,426.0,150.0,1340.35,240.0,2709.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1656.0,0.0,0.0,1642.0,1406.0,0.0,0.0,4704.0,-1994.65
15911,236.0,713.0,303.0,0.0,1211.15,240.0,2703.15,305.71999999999997,249.59,146.13,0,17.98,153.96,60.5,50.0,1341.24,9.5,11.5,1173.5,1236.5,137.95,241.0,5135.07,-2431.9199999999996
67017,245.0,319.0,436.0,57.0,1403.73,240.0,2700.73,244.28,302.46,275.93,0,0.0,0.0,113.5,58.5,1547.1,38.5,0.0,1234.0,1130.5,249.58999999999997,0.0,5194.360000000001,-2493.6300000000006
78033,276.0,67.0,410.0,543.0,1163.7,240.0,2699.7,272.04,444.7,257.75,0,12.0,74.97,25.5,87.5,1478.35,47.0,66.5,1140.0,1457.0,130.6,260.5,5754.41,-3054.71
27887,220.0,546.0,209.0,203.0,1278.58,240.0,2696.58,376.92,321.43,155.11,0,0.0,19.0,666.0,814.5,832.69,427.0,846.5,150.5,772.0,248.37,9.0,5639.0199999999995,-2942.4399999999996
32898,148.0,516.0,257.0,212.0,1322.8,240.0,2695.8,243.26,218.15,111.63,0,8.99,0.0,60.0,20.0,1270.45,0.0,37.5,1023.0,1111.0,178.36,0.0,4282.339999999999,-1586.539999999999
11252,359.0,450.0,251.0,109.0,1278.6299999999999,240.0,2687.63,523.67,132.86,414.89,0,20.0,0.0,24.0,10.5,1464.77,22.5,19.5,750.5,726.0,209.8,29.5,4348.490000000001,-1660.8600000000006
59047,231.0,417.0,415.0,213.0,1170.53,240.0,2686.5299999999997,228.98000000000002,130.41,331.02,0,0.0,0.0,0.0,0.0,1278.51,0.0,0.0,1064.5,1165.5,265.90999999999997,8.0,4472.83,-1786.3000000000002
38394,370.0,288.0,414.0,146.0,1227.46,240.0,2685.46,286.12,331.43,343.47,0,10.0,0.0,650.5,497.0,1304.55,516.0,570.5,376.5,1025.0,407.96,21.0,6340.03,-3654.5699999999997
86803,186.0,461.0,274.0,299.0,1220.87,240.0,2680.87,374.28999999999996,297.76,305.51,0,34.989999999999995,0.0,43.5,60.0,1261.79,54.0,52.0,1020.5,1307.5,174.28,4.5,4990.62,-2309.75
74312,385.0,135.0,283.0,412.0,1220.55,240.0,2675.55,407.15,329.58,192.85000000000002,0,10.0,0.0,3.0,6.0,1229.63,6.0,9.0,1063.5,889.0,283.27,26.5,4455.48,-1779.9299999999994
56071,357.0,0.0,683.0,189.0,1206.52,240.0,2675.52,351.44,311.64,347.15,0,12.0,19.99,126.0,44.0,1653.85,107.5,113.5,1145.5,1115.5,162.25,17.5,5527.82,-2852.2999999999997
61086,600.0,271.0,71.0,448.0,1035.59,240.0,2665.59,257.96000000000004,378.37,149.79,0,31.99,0.0,162.5,98.0,1862.51,131.0,186.0,1258.0,1270.5,319.81,29.5,6135.93,-3470.34
34797,345.0,303.0,433.0,202.0,1138.16,240.0,2661.16,0.0,0.0,0.0,0,29.99,49.99,83.5,48.0,990.5,28.5,10.5,1184.5,1140.5,0.0,11.5,3577.48,-916.3200000000002
55873,147.0,405.0,182.0,545.0,1141.55,240.0,2660.55,360.82,325.51,135.11,0,9.0,0.0,0.0,0.0,1238.84,0.0,0.0,976.0,1024.0,305.09,6.0,4380.37,-1719.8199999999997
50582,0.0,442.0,191.0,494.0,1292.8700000000001,240.0,2659.87,568.14,431.64,306.33,0,0.0,0.0,0.0,0.0,1264.4,0.0,0.0,1181.5,1181.0,207.95,32.5,5173.46,-2513.59
40538,365.0,343.0,364.0,305.0,1042.7,240.0,2659.7,73.07,346.33,408.98,0,19.99,124.97,136.5,68.0,1838.94,18.0,51.5,864.0,1242.0,159.99,178.5,5530.77,-2871.0700000000006
30489,600.0,259.0,255.0,155.0,1144.27,240.0,2653.27,337.77,448.58,357.95,0,0.0,19.0,0.0,0.0,1657.55,0.0,0.0,1575.0,1096.5,267.98,13.0,5773.33,-3120.06
27662,191.0,215.0,334.0,627.0,1033.42,240.0,2640.42,334.69,260.40999999999997,124.69,0,29.99,71.97999999999999,66.5,164.5,1335.97,56.5,188.5,925.0,1385.0,133.67000000000002,48.5,5125.9,-2485.4799999999996
51697,231.0,326.0,364.0,341.0,1111.26,240.0,2613.26,449.81,194.48000000000002,153.87,0,10.0,19.99,6.0,6.0,1363.45,1.5,1.5,906.0,944.0,309.99,6.5,4373.09,-1759.83
86933,90.0,131.0,346.0,491.0,1312.95,240.0,2610.95,270.01,264.7,250.0,0,61.99,142.97,62.0,38.5,1416.53,27.5,100.0,1133.5,1186.0,186.74,7.5,5147.94,-2536.99
25630,328.0,331.0,331.0,161.0,1217.26,240.0,2608.26,457.14,345.92,232.25,0,9.0,18.990000000000002,21.0,40.5,1064.92,46.5,30.0,871.5,691.0,482.24,307.5,4618.46,-2010.1999999999998
66418,173.0,411.0,383.0,297.0,1100.2,240.0,2604.2,376.11,320.82,113.47999999999999,0,10.0,8.99,24.0,22.5,910.49,19.5,15.0,756.0,1241.5,437.55,0.0,4255.9400000000005,-1651.7400000000007
67382,469.0,282.0,189.0,224.0,1193.58,240.0,2597.58,323.88,251.63,400.82,0,49.99,96.99,609.0,488.5,944.08,497.5,347.5,372.5,1071.5,211.03,31.0,5695.919999999999,-3098.3399999999992
6536,574.0,382.0,85.0,259.0,1051.05,240.0,2591.05,241.84,191.63,275.93,0,124.97999999999999,154.97,10.5,45.0,1289.42,58.0,98.0,887.0,857.0,278.17,6.0,4518.4400000000005,-1927.3900000000003
79895,388.0,247.0,419.0,155.0,1139.84,240.0,2588.84,258.57,425.09999999999997,349.17,0,9.0,39.989999999999995,117.0,166.0,1804.42,87.5,59.5,1136.0,1121.5,565.93,218.0,6357.68,-3768.84
33799,143.0,394.0,110.0,564.0,1132.95,240.0,2583.95,0.0,0.0,0.0,0,0.0,122.97999999999999,103.0,60.5,1247.0,140.0,46.5,1430.5,1051.0,0.0,210.0,4411.48,-1827.5299999999997
93528,163.0,261.0,109.0,210.0,1599.42,240.0,2582.42,396.12,264.08000000000004,254.70000000000002,0,12.0,29.99,25.0,44.5,1201.99,20.0,26.0,1150.5,1169.5,394.49,9.5,4998.37,-2415.95
71049,0.0,496.0,225.0,577.0,1028.98,240.0,2566.98,166.33,387.34,105.50999999999999,0,19.0,93.97999999999999,222.0,91.0,1581.95,96.5,122.0,1100.0,1236.5,306.11,259.5,5787.719999999999,-3220.7399999999993
44974,199.0,747.0,95.0,210.0,1074.8700000000001,240.0,2565.87,221.82999999999998,408.57,171.22,0,8.99,29.99,428.5,334.5,1112.63,404.0,530.0,293.5,725.0,240.2,13.5,4922.429999999999,-2356.5599999999995
31650,292.0,401.0,314.0,70.0,1248.21,240.0,2565.21,337.74,238.37,224.89,0,24.99,0.0,80.5,9.5,1155.77,86.5,25.0,1207.5,1302.0,301.23,15.5,5009.49,-2444.2799999999997
36893,519.0,211.0,341.0,69.0,1181.64,240.0,2561.6400000000003,286.33,296.53000000000003,375.5,0,0.0,24.99,36.5,29.0,1287.5,24.0,10.5,1125.5,950.5,320.82,0.0,4767.67,-2206.0299999999997
73171,333.0,293.0,192.0,142.0,1357.31,240.0,2557.31,258.15999999999997,337.35,445.33,0,0.0,0.0,12.0,55.5,1399.54,0.0,10.0,924.5,921.0,235.51,4.5,4603.39,-2046.0800000000004
9189,243.0,141.0,389.0,0.0,1540.68,240.0,2553.6800000000003,325.71999999999997,275.09999999999997,327.54,0,186.97,17.98,43.0,21.5,2021.09,25.0,13.0,1280.5,1271.5,268.98,9.0,6086.879999999999,-3533.199999999999
58428,106.0,615.0,311.0,174.0,1106.61,240.0,2552.6099999999997,244.89,223.26,453.67,0,0.0,0.0,623.0,711.5,935.4399999999999,414.5,529.5,259.5,578.0,129.59,239.0,5341.85,-2789.2400000000007
75665,278.0,159.0,359.0,343.0,1168.34,240.0,2547.34,125.72,192.65,277.76,0,84.99,0.0,623.0,438.0,1148.1200000000001,616.0,352.5,196.5,450.5,410.0,4.5,4920.24,-2372.8999999999996
96852,287.0,99.0,160.0,492.0,1267.88,240.0,2545.88,311.43,262.66,123.68,0,10.0,0.0,158.0,70.5,1702.63,34.5,89.5,746.0,1179.5,375.52,20.5,5084.42,-2538.54
2390,245.0,485.0,53.0,268.0,1253.81,240.0,2544.81,443.68,323.68,404.90999999999997,0,19.99,19.0,42.0,115.0,1752.01,125.0,118.0,893.5,1200.0,411.0,43.0,5910.77,-3365.9600000000005
57379,46.0,480.0,155.0,467.0,1138.71,240.0,2526.71,421.03,291.01,84.08,0,74.99,0.0,577.5,541.5,1203.09,369.0,356.0,978.0,1135.5,272.05,41.0,6344.75,-3818.04
62909,282.0,295.0,232.0,424.0,1051.75,240.0,2524.75,263.87,418.58,446.32,0,19.99,74.99,51.0,68.5,1648.61,169.5,193.0,1306.0,1201.5,185.51000000000002,17.0,6064.37,-3539.62
87617,133.0,206.0,510.0,392.0,1024.19,240.0,2505.19,0.0,0.0,0.0,0,24.99,0.0,30.0,36.0,931.0,22.5,13.5,837.0,727.5,0.0,32.0,2654.49,-149.29999999999973
69367,472.0,153.0,75.0,231.0,1333.05,240.0,2504.05,269.58,442.66,428.35,0,49.99,9.0,473.5,517.0,983.23,417.5,621.5,151.0,632.0,150.21,12.5,5158.0199999999995,-2653.9699999999993
5782,458.0,368.0,293.0,187.0,950.68,240.0,2496.68,216.94,326.73,331.23,0,53.98,89.98,132.0,92.5,1528.25,82.5,147.5,1322.5,999.5,436.35,30.0,5789.960000000001,-3293.280000000001
54995,386.0,211.0,243.0,79.0,1329.81,240.0,2488.81,143.06,238.17,457.14,0,12.0,49.98,596.5,362.5,1010.99,373.5,402.0,144.0,814.0,194.89,21.5,4820.2300000000005,-2331.4200000000005
81055,164.0,229.0,307.0,382.0,1166.14,240.0,2488.1400000000003,390.61,156.12,394.48,0,0.0,0.0,1.5,9.0,1293.56,12.0,9.0,855.5,801.5,124.69,23.5,4071.46,-1583.3199999999997
9874,389.0,99.0,41.0,492.0,1224.72,240.0,2485.7200000000003,328.79,295.92,419.99,0,0.0,0.0,87.0,129.0,1559.42,119.0,48.5,1199.0,963.5,347.35,6.5,5503.97,-3018.25
21603,287.0,375.0,243.0,178.0,1161.22,240.0,2484.2200000000003,523.89,132.45,154.28,0,36.989999999999995,29.990000000000002,159.5,73.5,2059.84,70.0,86.5,1004.5,1120.0,216.94,214.5,5882.88,-3398.66
49137,329.0,220.0,159.0,263.0,1270.14,240.0,2481.1400000000003,240.2,651.65,217.35,0,0.0,29.99,422.0,322.0,992.38,534.5,500.5,161.0,861.0,287.95,25.0,5245.5199999999995,-2764.379999999999
100751,387.0,188.0,253.0,381.0,1031.19,240.0,2480.19,270.40999999999997,358.15,197.75,0,10.0,20.990000000000002,431.5,575.5,1034.47,494.5,676.5,362.0,865.5,249.78,31.0,5578.05,-3097.86
73880,264.0,331.0,325.0,95.0,1219.02,240.0,2474.02,258.36,320.82,513.67,0,0.0,0.0,19.5,6.0,1328.57,12.0,27.0,1019.0,818.5,256.74,13.5,4593.66,-2119.64
71252,411.0,197.0,152.0,292.0,1178.92,240.0,2470.92,271.64,305.31,431.23,0,0.0,12.0,126.5,14.5,1223.06,80.5,65.5,1203.5,1181.5,256.53,0.0,5171.7699999999995,-2700.8499999999995
51732,288.0,342.0,291.0,62.0,1241.72,240.0,2464.7200000000003,271.62,415.12,214.09,0,0.0,29.99,568.0,531.5,1144.48,440.0,470.5,377.0,630.5,258.57,3.0,5354.37,-2889.6499999999996
94535,359.0,269.0,235.0,396.0,964.87,240.0,2463.87,122.86,239.57999999999998,272.43,0,17.990000000000002,0.0,43.0,87.5,1404.04,53.5,18.0,914.0,1445.5,276.52,26.0,4920.92,-2457.05
51680,160.0,193.0,344.0,214.0,1310.42,240.0,2461.42,146.13,203.06,398.97,0,0.0,0.0,571.0,435.5,548.53,484.5,493.5,0.0,372.0,250.61,3.5,3907.3,-1445.88
85883,73.0,379.0,261.0,321.0,1184.88,240.0,2458.88,318.58,441.21999999999997,332.65,0,74.99,9.0,314.0,484.5,1326.25,188.0,517.0,613.5,882.5,343.66999999999996,39.0,5884.86,-3425.9799999999996
85917,480.0,631.0,341.0,582.0,175.0,240.0,2449.0,187.76,295.09,215.31,0,58.97,49.99,202.5,93.5,1499.07,107.0,165.0,1072.0,1538.5,377.35,17.0,5879.04,-3430.04
50093,332.0,138.0,230.0,321.0,1183.72,240.0,2444.7200000000003,244.48,291.02,448.15,0,49.99,99.98,361.0,451.5,1186.87,406.0,506.0,219.5,656.5,283.06,19.0,5223.05,-2778.33
24766,45.0,265.0,346.0,394.0,1149.23,240.0,2439.23,483.68,90.0,380.61,0,0.0,49.99,67.5,128.0,1605.25,180.0,26.0,1238.5,1351.5,317.75,24.5,5943.280000000001,-3504.0500000000006
32865,86.0,193.0,270.0,462.0,1183.31,240.0,2434.31,127.75,411.63,198.56,0,0.0,49.99,436.0,457.5,1232.42,442.5,514.5,300.5,579.0,225.31,223.5,5199.160000000001,-2764.850000000001
12316,169.0,316.0,260.0,142.0,1306.81,240.0,2433.81,332.66,267.76,317.95,0,12.0,54.98,100.0,62.0,1506.33,138.5,168.5,1770.0,1644.0,334.9,8.5,6718.08,-4284.27
57717,251.0,152.0,242.0,147.0,1398.67,240.0,2430.67,169.38,233.26,174.29,0,9.0,28.979999999999997,1005.5,618.0,1109.37,659.0,539.0,213.5,787.0,294.09,4.5,5844.87,-3414.2
36725,446.0,64.0,73.0,400.0,1201.76,240.0,2424.76,204.48000000000002,425.1,311.43,0,0.0,19.99,635.0,500.0,1138.97,543.5,606.0,75.5,730.0,279.18,14.5,5483.650000000001,-3058.8900000000003
50531,109.0,349.0,253.0,327.0,1143.04,240.0,2421.04,325.71999999999997,355.52,313.47,0,86.99,0.0,40.0,76.0,1403.91,11.5,41.5,1065.0,1292.5,241.01,198.0,5451.120000000001,-3030.080000000001
61041,83.0,486.0,242.0,226.0,1142.6,240.0,2419.6,260.62,393.68,165.31,0,94.97999999999999,59.99,11.5,0.0,1286.91,33.0,36.5,1080.0,960.5,430.61,222.5,5036.099999999999,-2616.4999999999995
31550,222.0,236.0,364.0,217.0,1136.1399999999999,240.0,2415.14,202.85999999999999,521.83,238.39,0,0.0,66.97999999999999,140.0,178.5,1833.36,90.5,100.5,1222.0,1119.5,196.74,15.5,5926.66,-3511.52
94172,91.0,199.0,605.0,308.0,967.92,240.0,2410.92,188.58,231.01,204.69,0,0.0,0.0,504.5,498.0,756.67,511.0,453.5,56.0,547.5,354.3,19.0,4324.75,-1913.83
35130,290.0,255.0,371.0,105.0,1139.91,240.0,2400.91,138.98,234.29,434.49,0,24.0,21.0,19.5,7.5,1032.74,21.0,24.0,1012.0,882.5,301.01,4.5,4157.51,-1756.6000000000004
